Name,Rank,Country,Childrens,Age,Industry,NetWorth,Source,Citizenship,Education,Self_made,Status,Residence
"Henry Sy, Jr.",1174,Philippines,3,68,Diversified,$2.7 B,diversified,Philippines,"Bachelor of Science, De La Salle University",False,Married,"Manila, Philippines"
Herb Chambers,1517,United States,0,79,Automotive,$2.1 B,car dealerships,United States,,True,Single,"Boston, Massachusetts"
Herb Simon,986,United States,8,86,Real Estate,$3.1 B,real estate,United States,"Bachelor of Arts/Science, City College of New York",True,Married,"Indianapolis, Indiana"
"Herbert Allen, Jr. & family",2035,United States,4,81,Finance & Investments,$1.5 B,investment banking,United States,"Bachelor of Arts/Science, Williams College",False,Divorced,"New York, New York"
"Herbert Kohler, Jr. & family",232,United States,3,82,Manufacturing,$9.8 B,plumbing fixtures,United States,"Bachelor of Arts/Science, Yale University",False,Married,"Kohler, Wisconsin"
Herbert Sy,1008,Philippines,0,64,Diversified,$3 B,diversified,Philippines,"Bachelor of Science, De La Salle University",False,Married,"Manila, Philippines"
Herbert Wertheim,807,United States,0,81,Finance & Investments,$3.7 B,investments,United States,"Associate in Arts/Science, Brevard Community College; Doctorate, Southern College of Optometry",True,Married,"Coral Gables, Florida"
Hilton Schlosberg,1111,United Kingdom,0,68,Food & Beverage,$2.8 B,energy drinks,United Kingdom,,True,,"Irvine, California"
Hinduja brothers,133,United Kingdom,0,,Diversified,$14.9 B,diversified,United Kingdom,,False,,"London, United Kingdom"
Hiroshi Ishibashi,2524,Japan,3,74,Automotive,$1.1 B,tires,Japan,,False,Married,"Tokyo, Japan"
Hiroshi Mikitani,391,Japan,2,56,Fashion & Retail,$6.7 B,online retail,Japan,"Master of Business Administration, Harvard University",True,Married,"Tokyo, Japan"
Ho Hung Anh,1931,Vietnam,3,50,Finance & Investments,$1.6 B,"consumer products, banking",Vietnam,"Bachelor of Engineering, Kiev Polytechnic Institute",True,Married,"Hanoi, Vietnam"
Ho Kuang-chi,2524,Taiwan,0,58,Food & Beverage,$1.1 B,Restaurants,Taiwan,,True,Married,"Beijing, China"
Hoi Kin Hong,986,Macao,2,68,Real Estate,$3.1 B,real estate,Macao,,True,Married,"Shanghai, China"
Hong Feng,1517,China,0,44,Technology,$2.1 B,smartphones,China,"Master of Science, Purdue University; Bachelor of Science in Engineering, Shanghai Jiaotong University",True,,"Beijing, China"
Hong Jie,608,China,0,53,Manufacturing,$4.7 B,paint,China,,True,,"Putian, China"
Hong Ra-hee,705,South Korea,3,75,Technology,$4.1 B,Samsung,South Korea,"Bachelor of Arts/Science, Seoul National University",False,Widowed,"Seoul, South Korea"
Hong Seok-joh,2378,South Korea,1,68,Fashion & Retail,$1.2 B,convenience stores,South Korea,"Master of Laws, Harvard University; Law Degree, Seoul National University",False,Married,"Seoul, South Korea"
Hope Welker,1833,Australia,2,35,Metals & Mining,$1.7 B,mining,Australia,,False,Divorced,"New York, New York"
Horst Julius Pudwill,404,Germany,1,76,Manufacturing,$6.5 B,manufacturing,Germany,"Master of Science in Engineering, Technical College in Flensburg",True,Married,"Hong Kong, Hong Kong"
Horst Paulmann & family,925,Chile,3,86,Fashion & Retail,$3.3 B,retail,Chile,,True,Married,"Santiago, Chile"
Horst Wortmann,1580,Germany,0,79,Fashion & Retail,$2 B,footwear,Germany,,True,Married,"Detmold, Germany"
Horst-Otto Gerberding,2674,Germany,3,68,Food & Beverage,$1 B,flavors and fragrances,Germany,,False,Married,"Holzminden, Germany"
Hortensia Herrero,1205,Spain,4,70,Fashion & Retail,$2.6 B,supermarkets,Spain,,False,Married,"Valencia, Spain"
Hou Jianbin,2674,China,0,39,Service,$1 B,education,China,,True,,"Beijing, China"
Hou Juncheng,1580,China,0,56,Healthcare,$2 B,cosmetics,China,,True,,"Hangzhou, China"
Howard Marks,1517,United States,2,74,Finance & Investments,$2.1 B,private equity,United States,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True,Married,"New York, New York"
Howard Schultz,574,United States,2,67,Food & Beverage,$4.9 B,Starbucks,United States,"Bachelor of Arts/Science, Northern Michigan University",True,Married,"Seattle, Washington"
Hu Baifan,638,China,0,58,Healthcare,$4.5 B,pharmaceuticals,China,"Bachelor of Arts/Science, Shaoxing University; Master of Business Administration, Zhejiang University",True,,"Shaoxing, China"
Hu Chengzhong,2141,China,0,60,Manufacturing,$1.4 B,manufacturing,China,,True,,"Wenzhou, China"
Hu Gengxi & family,2141,China,0,57,Healthcare,$1.4 B,Bio-Pharma,China,,True,Married,"Shanghai, China"
Hu Kaijun,831,China,0,59,Healthcare,$3.6 B,pharmaceuticals,China,,True,,"Beijing, China"
Hu Kun,1249,China,0,51,Healthcare,$2.5 B,medical equipment,China,,True,,"Qinhuangdao, China"
Hu Rongda & family,2524,China,0,62,Manufacturing,$1.1 B,chemicals,China,,True,,"Jinhua, China"
Hu Xiaojun & family,2378,China,0,59,Service,$1.2 B,Airline,China,,True,Married,"Guiyang, China"
Hu Yangzhong,1064,China,0,56,Technology,$2.9 B,technology,China,,True,,"Hangzhou, China"
Hua Xuande & family,1362,China,0,77,Healthcare,$2.3 B,pharmaceuticals,China,,True,Married,"Taizhou, China"
Huang Chulong,384,Canada,0,62,Real Estate,$6.8 B,real estate,Canada,,True,,"Shenzhen, China"
Huang Dawen,2263,Hong Kong,0,60,Manufacturing,$1.3 B,silicon,Hong Kong,,True,,"Hong Kong, Hong Kong"
Huang Guanlin,1444,China,0,56,Fashion & Retail,$2.2 B,"textiles, apparel",China,"Bachelor of Engineering, Zhejiang University of Technology",True,,"Ningbo, China"
Huang Hongyun & family,2141,China,2,54,Real Estate,$1.4 B,real estate,China,"EMBA, Chongqing Universtiy",True,Married,"Chongqing, China"
Huang Jian,2141,China,0,54,Manufacturing,$1.4 B,home appliance,China,,True,,"Shunde, China"
Huang Jiangji,1664,Hong Kong,0,,Technology,$1.9 B,smartphones,Hong Kong,,True,,"Beijing, China"
Huang Jinfeng,1008,China,0,38,Fashion & Retail,$3 B,e-commerce,China,,True,,"Guangzhou, China"
Huang Li,440,China,0,57,Technology,$6.1 B,imaging systems,China,"Master of Science, Huazhong University of Science and Technology",True,Married,"Wuhan, China"
Huang Qiaoling,1064,China,2,62,Media & Entertainment,$2.9 B,amusement parks,China,,True,Married,"Hangzhou, China"
Huang Qiaolong & family,2524,China,0,61,Service,$1.1 B,tourism,China,,True,Married,"Hangzhou, China"
Huang Rulun,1008,China,2,69,Real Estate,$3 B,real estate,China,,True,Married,"Beijing, China"
Huang Shan,2263,China,0,50,Technology,$1.3 B,software,,,,,
Huang Shanbing & family,2378,China,0,64,Technology,$1.2 B,semiconductors,China,,True,Married,"Qidong, China"
Huang Shih Tsai,1517,Hong Kong,2,69,Real Estate,$2.1 B,real estate,Hong Kong,,True,Married,"Shenzhen, China"
Huang Shilin,166,China,0,54,Energy,$12.9 B,batteries,China,"Bachelor of Technology, Hefei University of Technology",True,,"Ningde, China"
Huang Wei,1444,China,0,61,Real Estate,$2.2 B,real estate,China,Wenzhou Normal College,True,Married,"Hangzhou, China"
Huang Weibin,2141,China,0,53,Manufacturing,$1.4 B,home appliances,China,,True,,"Haining, China"
Huang Wen Tsai,2035,China,0,67,Real Estate,$1.5 B,real estate,China,,True,,"Guangzhou, China"
Huang Wenbiao,2035,China,0,53,Food & Beverage,$1.5 B,soy sauce,China,,True,,"Foshan, China"
Huang Xiaofen & family,2141,China,0,59,Technology,$1.4 B,printed circuit boards,China,,True,Married,"Shenzhen, China"
Huang Yi,589,Hong Kong,0,59,Automotive,$4.8 B,car dealerships,Hong Kong,"Bachelor of Arts/Science, Xiamen University",True,Married,"Beijing, China"
Huang Yimeng,2378,China,0,39,Media & Entertainment,$1.2 B,mobile games,China,,True,,"Shanghai, China"
Huang Zhenda & family,1064,China,0,73,Construction & Engineering,$2.9 B,construction,China,,True,Married,"Shantou, China"
Huang Zhengcong,1931,Hong Kong,0,54,Technology,$1.6 B,electronics,Hong Kong,,True,,"Guangzhou, China"
Hubert Burda,859,Germany,2,81,Media & Entertainment,$3.5 B,publishing,Germany,"Bachelor of Arts/Science, Ludwig Maxmilian University",False,Married,"Munich, Germany"
